ratioTemp1,ratioTemp2,ratioTemp3
0.3415352013185778,-0.06294581404079591,0.15804446317564008
0.007085916740478305,-0.015287769784172817,0.1822026107740393
0.013973696571160307,-0.0038901332075918014,0.18900573613766727
0.015055392481772458,0.01379712851640033,0.16841390021355057
0.07842775419819142,0.014010189228529897,0.16638859396329447
0.024234892030449002,0.020541692026780193,0.15775983596052817
0.007286912998674965,-0.0018435218641693093,0.18479110309588223
0.011748445058742235,-0.019173579589920085,-3.709915223000369
-0.001176557099786515,0.0057030050449658025,0.16522216796875014
0.11562829989440344,0.0127703935366172,0.19593461860854977
0.05748158792886658,-0.015690567414705335,0.14198497182216657
0.01202257898981024,0.007494179278230509,0.16056922982959762
0.0015245009074410741,-0.0013084248019190727,0.16916294238434604
-0.0020837108171771895,-0.007392534452861206,-4.20522565320665
0.005414185165132533,-0.02954292084726874,0.22084690553745934
0.011798003873082018,-0.030011967962684554,0.1913695128911388
0.23134615384615387,0.05609003448901803,0.20995267460203643
-1.5208892295898808,-0.01458292825199314,
-0.013713899679107976,0.04206439087526281,-0.07182079866824437
-0.0074795481106350445,0.01292009536260868,0.17252131856942846
0.005245107928182506,0.00845126769015337,0.1582691417266489
-0.002102733553619714,-0.0065003779289492455,0.2022431259044862
-0.009099466582993272,0.00062715584822816,0.17125779625779627
0.009155113784985588,-0.023104371097234514,0.1745213549337259
0.2695206028539362,0.003833253473885879,0.18231683426929615
-0.006154098629687372,-0.0009034165571616248,0.1599862021386684
0.02239405503113093,-0.01250635485510949,-2.0467781908302354
0.09476534296028888,0.036731145403173175,0.15717164315808765
0.07794632438739782,0.03425738111336496,0.13272087568412833
0.010879488740109607,0.008149713250829945,0.17663870767319062
0.016468271726483515,0.01637468086979487,0.170573201898503
-0.02025525758280363,0.026802775822186382,0.22634609399315284
0.05212897427255381,-0.023574057037718622,0.15581011552276489
0.05888465535157601,0.0740859525336755,0.1559285327558202
-0.009223967068150912,-0.018715539333695488,0.1617627913032157
-0.004613871870509358,0.005790344412693715,0.1606917445089626
0.012082985029257568,-0.6606511862695607,0.49377116207755695
-0.003509284983184601,-2.3822947576656777,
-0.02184616935822681,0.012823490378234981,0.11545459881434533
0.006478082487583768,-0.005209463859344365,-0.7006275378368402
-0.006234413965087075,0.003417210313761873,0.16678170836928397
-0.011127272727272736,0.007793332371193624,0.15935699120412486
,,0.31525790549476973
0.21407521751333133,-1.4833594702909911,0.0013920306246737132
0.19679037111334005,0.0013355592654423281,0.15586245772266055
-0.00018073377914341434,-0.0054515718698891,0.16646470766434407
0.007439861122592426,0.0004957448566471311,0.17023172905525855
0.06497331124608872,-0.010039040713887457,0.2049955660656222
0.14987174789300098,0.009796806966618273,0.16332726168791759
0.0027814075042001288,0.0032190238728762905,0.17275190099436633
0.031031861220540333,-0.007239819004524831,0.16190198366394398
-0.0036976170912078822,0.022882376555600173,0.13008555962982368
-0.010742466013879603,-0.6218008017267962,
0.025988621198286276,-0.007929203539823041,0.18807840432258435
-0.008212019410227867,-0.026830203142966656,0.1861625803231643
-0.0006558038641982024,0.030233354532557148,0.18062292059165427
0.00279267202859712,0.014856388246946123,0.18684563758389258
0.048869883934025776,-0.00020366598778014496,0.18207562885224066
-0.037640626642834595,-1.3242913000977516,0.6504655334415307
0.007712272895810101,-0.0034228737257236998,0.1766832077436746
0.6393984465377623,0.002472799208704113,0.1503011626278191
-0.017261729123635106,-0.00825585719598374,0.18227709524388774
0.13024785027819927,-0.04630854723471799,0.1256362795002312
0.01256613756613755,-0.0012297795856589695,0.18896731624980825
-0.03824959481361425,0.014376996805111798,0.18732961183954303
-0.004915055027246434,-0.005371146202599634,0.12983735277621986
-0.261429258902791,-2.9468186134852803,0.7584862385321101
0.0018667432510051042,-0.0073045490706589965,0.18391075960573702
-0.009505106048703688,0.006089943785134079,0.1678794178794179
-0.02424620230322522,0.018674136321195182,0.15934065934065936
0.9963235294117646,-1.6028708133971294,0.7918326693227091
-0.010948905109489142,-0.019179356038591253,0.18074469098181117
0.005641630178511178,-0.004227972264501825,0.17812217666272853
0.19422419436968058,0.009296627270106602,0.16645641857391713
0.054922850844966974,-0.09174771884087025,0.1828758705448587
0.05637765735723229,0.021016119159355254,0.1433315853871699
-0.01628365068942869,0.006523157208088715,0.17545180722891568
0.01676421706770736,-0.0036988685813752493,0.17109534687988462
-0.03417779500369962,0.010459886335901817,0.1624762739085999
-0.01781123760558206,0.03984485190409036,0.14099651673481753
0.10672514619883047,0.07785642062689592,0.06196648751185586
0.7139351446099912,0.1918118713698825,0.16609568812758405
0.03393710590786785,-0.019114276358873673,0.16557377049180333
0.014387443685510752,-0.015495867768594998,0.17461477556489424
-0.06258633513973028,0.02849179312480664,0.1830142531837732
0.008266839192006164,0.0012205628948881097,0.1749303951187726
0.08029031526423223,0.043600867678958745,0.16151327755547487
-0.04295999055824384,0.016597028783658225,0.14251592356687906
0.015980113636363837,0.0016308586825497396,0.1841374522735162
0.06363004172461748,0.0237610319076714,0.17107484524479466
-0.09370896502327848,-0.40459423205902045,0.21298495645288995
0.004850353436606872,0.011778694311299432,0.1713722713137719
0.0008976660682225007,0.009617715994504259,0.1690954267678463
0.12159288613957082,,
-0.011842900302114852,0.4004926465261175,-1.4897186147186148
-0.0035251798561151734,-0.00021587392962510712,0.17008062108091962
0.07510806916426517,0.013503909026297176,0.17453798767967152
0.018302828618968627,0.009535020600353009,0.17251120202610554
0.012408635050144431,0.01999000499750118,0.16450939457202507
-0.007060862031622307,0.0019455252918286834,0.18418453724604966
-0.012544014084507102,0.0038000584624379584,0.17006307617661326
0.022435183121610865,-0.016691842900302175,0.16692883659472724
0.09058524173027978,-0.0025510204081631203,0.11532385466034753
0.05495420482930917,-0.0017323238804055577,0.15394636847247845
0.022073805750509427,-0.011681172698121804,0.19401882961048536
0.025399004633602024,0.003335328829214186,0.15877697841726615
-0.04395880432052248,-0.007720541703581817,0.16302966101694916
0.005340143951706726,0.016142541688875384,0.17552890953606617
0.19699603643696542,0.007522429261559525,-1.5341028331584465
0.05299240318695571,0.024579793963491768,0.12907287895482453
-0.0050519841850929685,0.002556050536770571,0.16931570007279784
0.011059907834101365,-0.0013330598851520087,0.17774030354131545
0.01936592222395744,0.026159695817490478,0.1978283413652169
0.006272094879689784,0.0040885860306643885,0.18229940564635955
0.006408283650418477,0.011683133292504835,0.17327324936798982
-0.0015190778303994434,0.0031177623374309136,0.17437670074281114
0.08453516751719552,0.013353765323992982,0.17900790797987062
0.015003007678426132,-0.0005310486440559163,0.18674421282966722
-0.04241194910566102,-0.01288756070227876,0.18712518029302355
0.03873196003453806,0.014945321992709648,0.18312655086848625
0.05534185382801846,0.0032158317872602463,0.1497528657061732
0.03695099818511799,0.0075648414985589555,0.15458642952856635
-0.019905533063427915,0.01470954874096232,0.17036679536679533
0.07052816339556409,-0.0036835361947467923,0.19680987908412637
-0.04858673563643086,-0.08238352329534103,0.04167864328830118
