,City,Country,Region,Year,AvgCelsiusTemp,CO2,F-Gas,N2O,iso
6387,Savannah,US,North America,1995,19.279424657534253,5126.9,115.29,272.69,USA
6388,Savannah,US,North America,1996,18.26464788732395,5283.11,124.38,279.98,USA
6389,Savannah,US,North America,1997,18.331753424657528,5547.99,130.98,273.86,USA
6390,Savannah,US,North America,1998,19.7186703601108,5590.7,145.82,269.93,USA
6391,Savannah,US,North America,1999,18.896510989010977,5610.3,142.42,265.35,USA
6392,Savannah,US,North America,2000,17.951775956284145,5776.41,143.65,262.45,USA
6393,Savannah,US,North America,2001,18.75742465753426,5749.25,130.28,255.04,USA
6394,Savannah,US,North America,2002,19.13324099722991,5594.16,137.81,255.21,USA
6395,Savannah,US,North America,2003,18.70945205479452,5659.63,127.23,260.06,USA
6396,Savannah,US,North America,2004,18.675874316939893,5740.03,134.13,258.75,USA
6397,Savannah,US,North America,2005,18.432876712328763,5756.08,135.45,257.93,USA
6398,Savannah,US,North America,2006,18.93706849315069,5656.58,137.6,260.11,USA
6399,Savannah,US,North America,2007,19.281542699724515,5740.27,148.45,263.29,USA
6400,Savannah,US,North America,2008,19.44022662889519,5563.34,149.44,248.09,USA
6401,Savannah,US,North America,2009,18.97579670329671,5159.55,144.31,241.24,USA
6402,Savannah,US,North America,2010,18.42309589041096,5392.87,153.08,246.69,USA
6403,Savannah,US,North America,2011,19.620136986301365,5172.1,159.37,254.86,USA
6404,Savannah,US,North America,2012,19.722513661202186,4950.21,154.58,245.81,USA
6405,Savannah,US,North America,2013,19.151397260273967,5089.5,154.04,246.72,USA
6406,Savannah,US,North America,2014,19.21613698630139,5102.58,159.16,246.48,USA
6407,Savannah,US,North America,2015,19.811452054794515,4982.79,161.05,242.64,USA
6408,Savannah,US,North America,2016,20.01841530054645,4888.64,160.92,248.51,USA
6409,Savannah,US,North America,2017,20.38646575342464,4813.72,165.29,249.29,USA
6410,Savannah,US,North America,2018,19.77142465753425,4981.3,169.66,250.06,USA
6411,Savannah,US,North America,2019,20.516547945205467,0.0,0.0,0.0,USA
6412,Seattle,US,North America,1995,12.175643835616444,5126.9,115.29,272.69,USA
6413,Seattle,US,North America,1996,10.806202185792342,5283.11,124.38,279.98,USA
6414,Seattle,US,North America,1997,11.314219178082196,5547.99,130.98,273.86,USA
6415,Seattle,US,North America,1998,11.475734072022153,5590.7,145.82,269.93,USA
6416,Seattle,US,North America,1999,10.53153846153846,5610.3,142.42,265.35,USA
6417,Seattle,US,North America,2000,10.561010928961748,5776.41,143.65,262.45,USA
6418,Seattle,US,North America,2001,10.501698630136982,5749.25,130.28,255.04,USA
6419,Seattle,US,North America,2002,10.68044444444444,5594.16,137.81,255.21,USA
6420,Seattle,US,North America,2003,11.526043956043944,5659.63,127.23,260.06,USA
6421,Seattle,US,North America,2004,11.689863387978134,5740.03,134.13,258.75,USA
6422,Seattle,US,North America,2005,11.353506849315073,5756.08,135.45,257.93,USA
6423,Seattle,US,North America,2006,11.47668493150685,5656.58,137.6,260.11,USA
6424,Seattle,US,North America,2007,10.824615384615386,5740.27,148.45,263.29,USA
6425,Seattle,US,North America,2008,10.458044077134986,5563.34,149.44,248.09,USA
6426,Seattle,US,North America,2009,11.015192307692317,5159.55,144.31,241.24,USA
6427,Seattle,US,North America,2010,11.240054794520546,5392.87,153.08,246.69,USA
6428,Seattle,US,North America,2011,10.357616438356176,5172.1,159.37,254.86,USA
6429,Seattle,US,North America,2012,11.092732240437156,4950.21,154.58,245.81,USA
6430,Seattle,US,North America,2013,11.83,5089.5,154.04,246.72,USA
6431,Seattle,US,North America,2014,12.536438356164387,5102.58,159.16,246.48,USA
6432,Seattle,US,North America,2015,12.94208219178081,4982.79,161.05,242.64,USA
6433,Seattle,US,North America,2016,12.556748633879796,4888.64,160.92,248.51,USA
6434,Seattle,US,North America,2017,11.578410958904104,4813.72,165.29,249.29,USA
6435,Seattle,US,North America,2018,12.38265753424658,4981.3,169.66,250.06,USA
6436,Seattle,US,North America,2019,11.98690410958904,0.0,0.0,0.0,USA
6437,Seoul,South Korea,Asia,1995,10.974109589041104,384.31,4.76,10.92,KOR
6438,Seoul,South Korea,Asia,1996,10.907896174863394,408.88,7.04,11.43,KOR
6439,Seoul,South Korea,Asia,1997,11.44586301369864,430.48,9.89,12.52,KOR
6440,Seoul,South Korea,Asia,1998,12.674834254143637,365.67,11.61,12.49,KOR
6441,Seoul,South Korea,Asia,1999,12.10255494505494,400.94,13.6,13.26,KOR
6442,Seoul,South Korea,Asia,2000,11.319808743169402,455.69,15.71,13.96,KOR
6443,Seoul,South Korea,Asia,2001,11.356593406593406,470.52,16.96,14.13,KOR
6444,Seoul,South Korea,Asia,2002,11.71135734072022,461.94,18.51,13.86,KOR
6445,Seoul,South Korea,Asia,2003,11.746438356164363,464.61,20.34,17.15,KOR
6446,Seoul,South Korea,Asia,2004,12.68934426229508,484.9,22.38,19.76,KOR
6447,Seoul,South Korea,Asia,2005,11.274438356164389,480.08,23.94,18.32,KOR
6448,Seoul,South Korea,Asia,2006,12.234356164383572,486.94,26.74,16.93,KOR
6449,Seoul,South Korea,Asia,2007,12.26471074380165,501.5,29.47,8.71,KOR
6450,Seoul,South Korea,Asia,2008,12.18796703296704,513.19,31.95,8.62,KOR
6451,Seoul,South Korea,Asia,2009,12.081016483516478,525.39,33.88,8.11,KOR
6452,Seoul,South Korea,Asia,2010,11.714328767123286,574.26,36.77,8.62,KOR
6453,Seoul,South Korea,Asia,2011,11.458630136986296,597.29,37.79,9.08,KOR
6454,Seoul,South Korea,Asia,2012,11.515355191256829,598.96,39.2,10.29,KOR
6455,Seoul,South Korea,Asia,2013,11.726630136986287,597.64,40.46,10.22,KOR
6456,Seoul,South Korea,Asia,2014,12.549972527472525,586.0,41.78,10.3,KOR
6457,Seoul,South Korea,Asia,2015,12.881813186813194,606.51,42.94,10.39,KOR
6458,Seoul,South Korea,Asia,2016,13.03618784530386,614.78,45.86,10.51,KOR
6459,Seoul,South Korea,Asia,2017,12.297589041095884,625.35,48.79,10.6,KOR
6460,Seoul,South Korea,Asia,2018,12.358027777777778,630.87,51.71,10.77,KOR
6461,Seoul,South Korea,Asia,2019,12.830417827298032,0.0,0.0,0.0,KOR
6462,Shanghai,China,Asia,1995,16.183589041095885,3084.87,12.57,370.95,CHN
6463,Shanghai,China,Asia,1996,16.136885245901663,3064.88,17.59,396.54,CHN
6464,Shanghai,China,Asia,1997,17.188931506849304,3128.65,22.61,368.67,CHN
6465,Shanghai,China,Asia,1998,18.051108033240997,3232.12,27.62,377.47,CHN
6466,Shanghai,China,Asia,1999,17.05071428571428,3149.2,32.64,393.76,CHN
6467,Shanghai,China,Asia,2000,17.433917808219178,3344.09,37.66,386.08,CHN
6468,Shanghai,China,Asia,2001,17.35734246575342,3526.75,52.05,388.46,CHN
6469,Shanghai,China,Asia,2002,17.377229916897512,3808.33,66.44,406.21,CHN
6470,Shanghai,China,Asia,2003,17.23430136986301,4413.3,80.82,407.63,CHN
6471,Shanghai,China,Asia,2004,17.657049180327856,5121.83,95.21,420.33,CHN
6472,Shanghai,China,Asia,2005,17.284657534246577,5819.12,109.6,428.09,CHN
6473,Shanghai,China,Asia,2006,18.033205479452054,6431.91,124.21,439.85,CHN
6474,Shanghai,China,Asia,2007,18.19713498622588,6988.21,138.82,448.44,CHN
6475,Shanghai,China,Asia,2008,17.303994490358114,7195.01,153.43,464.1,CHN
6476,Shanghai,China,Asia,2009,17.71021978021978,7715.11,168.04,475.6,CHN
6477,Shanghai,China,Asia,2010,17.381452054794533,8470.57,182.65,486.77,CHN
6478,Shanghai,China,Asia,2011,17.165561643835613,9278.25,197.1,493.0,CHN
6479,Shanghai,China,Asia,2012,17.173551912568296,9533.21,211.54,503.97,CHN
6480,Shanghai,China,Asia,2013,18.028602739726036,9936.68,223.84,515.99,CHN
6481,Shanghai,China,Asia,2014,17.61217032967035,9894.94,236.14,528.02,CHN
6482,Shanghai,China,Asia,2015,17.696043956043976,9830.43,248.43,542.9,CHN
6483,Shanghai,China,Asia,2016,18.301906077348075,9814.31,253.74,546.99,CHN
6484,Shanghai,China,Asia,2017,18.42854794520548,10017.77,259.05,542.1,CHN
6485,Shanghai,China,Asia,2018,18.48160664819945,10313.46,264.36,538.79,CHN
6486,Shanghai,China,Asia,2019,18.13986072423398,0.0,0.0,0.0,CHN
6487,Shenyang,China,Asia,1995,8.737863013698638,3084.87,12.57,370.95,CHN
6488,Shenyang,China,Asia,1996,8.222568306010922,3064.88,17.59,396.54,CHN
6489,Shenyang,China,Asia,1997,9.017397260273974,3128.65,22.61,368.67,CHN
6490,Shenyang,China,Asia,1998,10.011055555555552,3232.12,27.62,377.47,CHN
6491,Shenyang,China,Asia,1999,9.162967032967028,3149.2,32.64,393.76,CHN
6492,Shenyang,China,Asia,2000,8.371092896174869,3344.09,37.66,386.08,CHN
6493,Shenyang,China,Asia,2001,8.321808219178084,3526.75,52.05,388.46,CHN
6494,Shenyang,China,Asia,2002,9.257694444444448,3808.33,66.44,406.21,CHN
6495,Shenyang,China,Asia,2003,9.281263736263735,4413.3,80.82,407.63,CHN
6496,Shenyang,China,Asia,2004,9.620409836065576,5121.83,95.21,420.33,CHN
6497,Shenyang,China,Asia,2005,8.190657534246574,5819.12,109.6,428.09,CHN
6498,Shenyang,China,Asia,2006,8.399506849315074,6431.91,124.21,439.85,CHN
6499,Shenyang,China,Asia,2007,9.17743093922652,6988.21,138.82,448.44,CHN
6500,Shenyang,China,Asia,2008,8.659560439560435,7195.01,153.43,464.1,CHN
6501,Shenyang,China,Asia,2009,7.792947658402209,7715.11,168.04,475.6,CHN
6502,Shenyang,China,Asia,2010,7.363068493150679,8470.57,182.65,486.77,CHN
6503,Shenyang,China,Asia,2011,7.792301369863015,9278.25,197.1,493.0,CHN
6504,Shenyang,China,Asia,2012,7.467513661202182,9533.21,211.54,503.97,CHN
6505,Shenyang,China,Asia,2013,7.983041095890412,9936.68,223.84,515.99,CHN
6506,Shenyang,China,Asia,2014,9.30906336088154,9894.94,236.14,528.02,CHN
6507,Shenyang,China,Asia,2015,9.13222527472528,9830.43,248.43,542.9,CHN
6508,Shenyang,China,Asia,2016,8.921385041551241,9814.31,253.74,546.99,CHN
6509,Shenyang,China,Asia,2017,9.42394520547946,10017.77,259.05,542.1,CHN
6510,Shenyang,China,Asia,2018,9.056545961002788,10313.46,264.36,538.79,CHN
6511,Shenyang,China,Asia,2019,9.55682451253482,0.0,0.0,0.0,CHN
6512,Shreveport,US,North America,1995,18.841972602739723,5126.9,115.29,272.69,USA
6513,Shreveport,US,North America,1996,18.04344262295082,5283.11,124.38,279.98,USA
6514,Shreveport,US,North America,1997,17.91936986301369,5547.99,130.98,273.86,USA
6515,Shreveport,US,North America,1998,19.91894736842105,5590.7,145.82,269.93,USA
6516,Shreveport,US,North America,1999,19.27200549450549,5610.3,142.42,265.35,USA
6517,Shreveport,US,North America,2000,18.94726775956284,5776.41,143.65,262.45,USA
6518,Shreveport,US,North America,2001,18.516630136986294,5749.25,130.28,255.04,USA
6519,Shreveport,US,North America,2002,18.48731301939057,5594.16,137.81,255.21,USA
6520,Shreveport,US,North America,2003,18.55210958904111,5659.63,127.23,260.06,USA
6521,Shreveport,US,North America,2004,18.92726775956284,5740.03,134.13,258.75,USA
6522,Shreveport,US,North America,2005,19.67145205479452,5756.08,135.45,257.93,USA
6523,Shreveport,US,North America,2006,19.98671232876712,5656.58,137.6,260.11,USA
6524,Shreveport,US,North America,2007,19.443296703296703,5740.27,148.45,263.29,USA
6525,Shreveport,US,North America,2008,18.50931506849317,5563.34,149.44,248.09,USA
6526,Shreveport,US,North America,2009,18.435302197802205,5159.55,144.31,241.24,USA
6527,Shreveport,US,North America,2010,18.853041095890404,5392.87,153.08,246.69,USA
6528,Shreveport,US,North America,2011,20.023287671232875,5172.1,159.37,254.86,USA
6529,Shreveport,US,North America,2012,20.085928961748625,4950.21,154.58,245.81,USA
6530,Shreveport,US,North America,2013,18.62561643835617,5089.5,154.04,246.72,USA
6531,Shreveport,US,North America,2014,18.050657534246568,5102.58,159.16,246.48,USA
6532,Shreveport,US,North America,2015,19.57408219178084,4982.79,161.05,242.64,USA
6533,Shreveport,US,North America,2016,20.17234972677596,4888.64,160.92,248.51,USA
6534,Shreveport,US,North America,2017,19.91783561643835,4813.72,165.29,249.29,USA
6535,Shreveport,US,North America,2018,19.225315068493146,4981.3,169.66,250.06,USA
6536,Shreveport,US,North America,2019,18.9778904109589,0.0,0.0,0.0,USA
6537,Singapore,Singapore,Asia,1995,27.642246575342487,38.88,0.44,8.38,SGP
6538,Singapore,Singapore,Asia,1996,27.576038251366136,39.86,0.65,8.59,SGP
6539,Singapore,Singapore,Asia,1997,28.31150684931509,39.5,0.86,8.8,SGP
6540,Singapore,Singapore,Asia,1998,28.400277008310265,37.99,1.07,9.02,SGP
6541,Singapore,Singapore,Asia,1999,27.557390109890115,38.47,1.28,9.24,SGP
6542,Singapore,Singapore,Asia,2000,27.541202185792372,42.58,1.49,9.52,SGP
6543,Singapore,Singapore,Asia,2001,27.6155616438356,42.27,1.7,9.21,SGP
6544,Singapore,Singapore,Asia,2002,28.114155124653767,41.37,1.91,8.91,SGP
6545,Singapore,Singapore,Asia,2003,27.819972527472537,38.22,2.12,8.63,SGP
6546,Singapore,Singapore,Asia,2004,27.910901639344267,39.62,2.34,8.34,SGP
6547,Singapore,Singapore,Asia,2005,28.06320547945203,36.9,2.55,8.03,SGP
6548,Singapore,Singapore,Asia,2006,27.80161643835618,37.17,2.76,7.81,SGP
6549,Singapore,Singapore,Asia,2007,27.58873626373623,38.29,2.98,7.57,SGP
6550,Singapore,Singapore,Asia,2008,27.53389041095892,38.42,3.2,7.35,SGP
6551,Singapore,Singapore,Asia,2009,27.98760989010988,38.83,3.41,7.1,SGP
6552,Singapore,Singapore,Asia,2010,28.15353424657536,42.41,3.63,6.86,SGP
6553,Singapore,Singapore,Asia,2011,27.640849315068483,44.77,3.84,7.21,SGP
6554,Singapore,Singapore,Asia,2012,27.615409836065574,43.69,4.06,7.54,SGP
6555,Singapore,Singapore,Asia,2013,27.735095890410943,43.92,4.27,7.87,SGP
6556,Singapore,Singapore,Asia,2014,27.978379120879104,44.46,4.49,8.18,SGP
6557,Singapore,Singapore,Asia,2015,28.31945054945055,45.5,4.7,8.52,SGP
6558,Singapore,Singapore,Asia,2016,28.497237569060783,46.16,4.94,8.91,SGP
6559,Singapore,Singapore,Asia,2017,27.77128767123287,47.43,5.18,9.31,SGP
6560,Singapore,Singapore,Asia,2018,27.96426592797784,47.36,5.42,9.71,SGP
6561,Singapore,Singapore,Asia,2019,28.5118941504178,0.0,0.0,0.0,SGP
6562,Sioux City,US,North America,1995,8.99271232876712,5126.9,115.29,272.69,USA
6563,Sioux City,US,North America,1996,7.3127397260274,5283.11,124.38,279.98,USA
6564,Sioux City,US,North America,1997,8.747534246575347,5547.99,130.98,273.86,USA
6565,Sioux City,US,North America,1998,10.696897506925204,5590.7,145.82,269.93,USA
6566,Sioux City,US,North America,1999,10.188186813186816,5610.3,142.42,265.35,USA
6567,Sioux City,US,North America,2000,9.493879781420766,5776.41,143.65,262.45,USA
6568,Sioux City,US,North America,2001,9.518027397260276,5749.25,130.28,255.04,USA
6569,Sioux City,US,North America,2002,9.523444444444449,5594.16,137.81,255.21,USA
6570,Sioux City,US,North America,2003,9.399560439560442,5659.63,127.23,260.06,USA
6571,Sioux City,US,North America,2004,9.715874316939884,5740.03,134.13,258.75,USA
6572,Sioux City,US,North America,2005,10.902821917808229,5756.08,135.45,257.93,USA
6573,Sioux City,US,North America,2006,10.518794520547948,5656.58,137.6,260.11,USA
6574,Sioux City,US,North America,2007,9.790906593406604,5740.27,148.45,263.29,USA
6575,Sioux City,US,North America,2008,8.133186813186812,5563.34,149.44,248.09,USA
6576,Sioux City,US,North America,2009,8.796181318681327,5159.55,144.31,241.24,USA
6577,Sioux City,US,North America,2010,9.446301369863011,5392.87,153.08,246.69,USA
6578,Sioux City,US,North America,2011,9.276109589041097,5172.1,159.37,254.86,USA
6579,Sioux City,US,North America,2012,11.473251366120206,4950.21,154.58,245.81,USA
6580,Sioux City,US,North America,2013,8.557698630136983,5089.5,154.04,246.72,USA
6581,Sioux City,US,North America,2014,8.928273972602742,5102.58,159.16,246.48,USA
6582,Sioux City,US,North America,2015,10.674958904109596,4982.79,161.05,242.64,USA
6583,Sioux City,US,North America,2016,11.40158469945355,4888.64,160.92,248.51,USA
6584,Sioux City,US,North America,2017,10.488136986301372,4813.72,165.29,249.29,USA
6585,Sioux City,US,North America,2018,8.606465753424652,4981.3,169.66,250.06,USA
6586,Sioux City,US,North America,2019,8.487664835164832,0.0,0.0,0.0,USA
6587,Sioux Falls,US,North America,1995,7.921945205479449,5126.9,115.29,272.69,USA
6588,Sioux Falls,US,North America,1996,5.856502732240428,5283.11,124.38,279.98,USA
6589,Sioux Falls,US,North America,1997,6.8510958904109565,5547.99,130.98,273.86,USA
6590,Sioux Falls,US,North America,1998,9.021052631578948,5590.7,145.82,269.93,USA
6591,Sioux Falls,US,North America,1999,8.837060439560439,5610.3,142.42,265.35,USA
6592,Sioux Falls,US,North America,2000,7.86117486338799,5776.41,143.65,262.45,USA
6593,Sioux Falls,US,North America,2001,8.39117808219178,5749.25,130.28,255.04,USA
6594,Sioux Falls,US,North America,2002,8.312833333333328,5594.16,137.81,255.21,USA
6595,Sioux Falls,US,North America,2003,8.255851648351655,5659.63,127.23,260.06,USA
6596,Sioux Falls,US,North America,2004,8.466693989071038,5740.03,134.13,258.75,USA
6597,Sioux Falls,US,North America,2005,9.042219178082195,5756.08,135.45,257.93,USA
6598,Sioux Falls,US,North America,2006,9.433999999999996,5656.58,137.6,260.11,USA
6599,Sioux Falls,US,North America,2007,8.78579670329671,5740.27,148.45,263.29,USA
6600,Sioux Falls,US,North America,2008,7.259615384615385,5563.34,149.44,248.09,USA
6601,Sioux Falls,US,North America,2009,7.423956043956042,5159.55,144.31,241.24,USA
6602,Sioux Falls,US,North America,2010,7.926986301369859,5392.87,153.08,246.69,USA
6603,Sioux Falls,US,North America,2011,7.996383561643839,5172.1,159.37,254.86,USA
6604,Sioux Falls,US,North America,2012,10.452978142076509,4950.21,154.58,245.81,USA
6605,Sioux Falls,US,North America,2013,7.049671232876713,5089.5,154.04,246.72,USA
6606,Sioux Falls,US,North America,2014,7.071917808219169,5102.58,159.16,246.48,USA
6607,Sioux Falls,US,North America,2015,9.322986301369864,4982.79,161.05,242.64,USA
6608,Sioux Falls,US,North America,2016,9.767841530054651,4888.64,160.92,248.51,USA
6609,Sioux Falls,US,North America,2017,9.38320547945206,4813.72,165.29,249.29,USA
6610,Sioux Falls,US,North America,2018,7.90915068493151,4981.3,169.66,250.06,USA
6611,Sioux Falls,US,North America,2019,7.602520547945203,0.0,0.0,0.0,USA
6612,Skopje,Macedonia,Europe,1995,12.6565536723164,8.57,0.02,0.93,MKD
6613,Skopje,Macedonia,Europe,1996,12.927327823691463,10.11,0.02,0.91,MKD
6614,Skopje,Macedonia,Europe,1997,12.749369863013705,9.04,0.03,0.84,MKD
6615,Skopje,Macedonia,Europe,1998,13.087146814404448,9.88,0.03,0.79,MKD
6616,Skopje,Macedonia,Europe,1999,12.625796703296713,9.14,0.04,0.73,MKD
6617,Skopje,Macedonia,Europe,2000,12.31770491803278,8.82,0.04,0.68,MKD
6618,Skopje,Macedonia,Europe,2001,12.451041095890425,8.99,0.04,0.61,MKD
6619,Skopje,Macedonia,Europe,2002,12.073545706371192,8.43,0.05,0.57,MKD
6620,Skopje,Macedonia,Europe,2003,12.588159340659338,9.21,0.05,0.57,MKD
6621,Skopje,Macedonia,Europe,2004,12.266666666666678,8.92,0.05,0.61,MKD
6622,Skopje,Macedonia,Europe,2005,11.69646575342465,9.36,0.05,0.59,MKD
6623,Skopje,Macedonia,Europe,2006,11.897945205479452,9.37,0.06,0.59,MKD
6624,Skopje,Macedonia,Europe,2007,13.159587912087902,9.81,0.06,0.58,MKD
6625,Skopje,Macedonia,Europe,2008,13.26879120879122,9.58,0.06,0.56,MKD
6626,Skopje,Macedonia,Europe,2009,12.56832417582418,8.96,0.07,0.55,MKD
6627,Skopje,Macedonia,Europe,2010,12.901506849315076,8.73,0.07,0.56,MKD
6628,Skopje,Macedonia,Europe,2011,12.08320547945204,9.64,0.07,0.56,MKD
6629,Skopje,Macedonia,Europe,2012,12.806120218579242,9.13,0.07,0.53,MKD
6630,Skopje,Macedonia,Europe,2013,13.091972602739713,8.24,0.07,0.55,MKD
6631,Skopje,Macedonia,Europe,2014,13.195494505494503,7.78,0.07,0.56,MKD
6632,Skopje,Macedonia,Europe,2015,12.950824175824172,7.48,0.07,0.55,MKD
6633,Skopje,Macedonia,Europe,2016,12.728066298342558,7.39,0.06,0.58,MKD
6634,Skopje,Macedonia,Europe,2017,12.70490410958904,7.86,0.06,0.57,MKD
6635,Skopje,Macedonia,Europe,2018,13.34096952908587,7.37,0.06,0.55,MKD
6636,Skopje,Macedonia,Europe,2019,13.782674094707524,0.0,0.0,0.0,MKD
6637,Sofia,Bulgaria,Europe,1995,9.683150684931505,54.69,0.01,4.38,BGR
6638,Sofia,Bulgaria,Europe,1997,9.322109589041094,53.37,0.02,4.19,BGR
6639,Sofia,Bulgaria,Europe,1998,10.409584487534628,50.59,0.02,3.6,BGR
6640,Sofia,Bulgaria,Europe,1999,10.561291208791202,44.3,0.03,3.36,BGR
6641,Sofia,Bulgaria,Europe,2000,10.959918032786886,43.33,0.05,3.76,BGR
6642,Sofia,Bulgaria,Europe,2001,10.402219178082197,46.18,0.06,3.96,BGR
6643,Sofia,Bulgaria,Europe,2002,10.241218836565096,43.63,0.07,4.38,BGR
6644,Sofia,Bulgaria,Europe,2003,10.09556164383562,47.89,0.1,4.48,BGR
6645,Sofia,Bulgaria,Europe,2004,10.300109289617486,47.18,0.13,4.37,BGR
6646,Sofia,Bulgaria,Europe,2005,9.522054794520548,47.88,0.21,3.99,BGR
6647,Sofia,Bulgaria,Europe,2006,10.232328767123294,48.97,0.31,3.26,BGR
6648,Sofia,Bulgaria,Europe,2007,11.96868131868132,52.62,0.4,3.62,BGR
6649,Sofia,Bulgaria,Europe,2008,11.88635616438355,50.03,0.64,3.8,BGR
6650,Sofia,Bulgaria,Europe,2009,11.47516483516485,42.97,0.66,3.79,BGR
6651,Sofia,Bulgaria,Europe,2010,11.58936986301369,44.85,0.69,3.71,BGR
6652,Sofia,Bulgaria,Europe,2011,10.808712328767122,49.67,0.78,4.36,BGR
6653,Sofia,Bulgaria,Europe,2012,11.77953551912569,45.12,0.85,3.43,BGR
6654,Sofia,Bulgaria,Europe,2013,11.935945205479454,39.82,1.0,3.76,BGR
6655,Sofia,Bulgaria,Europe,2014,11.742307692307708,42.23,1.13,3.83,BGR
6656,Sofia,Bulgaria,Europe,2015,11.872087912087906,44.69,1.25,4.0,BGR
6657,Sofia,Bulgaria,Europe,2016,11.873756906077354,41.74,1.43,4.01,BGR
6658,Sofia,Bulgaria,Europe,2017,11.474410958904116,44.04,1.33,4.05,BGR
6659,Sofia,Bulgaria,Europe,2018,11.690387811634356,41.13,1.24,4.05,BGR
6660,Sofia,Bulgaria,Europe,2019,11.79782729805014,0.0,0.0,0.0,BGR
6661,South Bend,US,North America,1995,9.69065934065934,5126.9,115.29,272.69,USA
6662,South Bend,US,North America,1996,8.7547267759563,5283.11,124.38,279.98,USA
6663,South Bend,US,North America,1997,8.98276712328768,5547.99,130.98,273.86,USA
6664,South Bend,US,North America,1998,11.931994459833794,5590.7,145.82,269.93,USA
6665,South Bend,US,North America,1999,11.054258241758246,5610.3,142.42,265.35,USA
6666,South Bend,US,North America,2000,9.89939890710383,5776.41,143.65,262.45,USA
6667,South Bend,US,North America,2001,10.73112328767123,5749.25,130.28,255.04,USA
6668,South Bend,US,North America,2002,10.341777777777777,5594.16,137.81,255.21,USA
6669,South Bend,US,North America,2003,9.613653846153843,5659.63,127.23,260.06,USA
6670,South Bend,US,North America,2004,10.005409836065567,5740.03,134.13,258.75,USA
6671,South Bend,US,North America,2005,10.41241095890411,5756.08,135.45,257.93,USA
6672,South Bend,US,North America,2006,10.8232602739726,5656.58,137.6,260.11,USA
6673,South Bend,US,North America,2007,10.713653846153848,5740.27,148.45,263.29,USA
6674,South Bend,US,North America,2008,9.417829670329672,5563.34,149.44,248.09,USA
6675,South Bend,US,North America,2009,9.380686813186816,5159.55,144.31,241.24,USA
6676,South Bend,US,North America,2010,10.57449315068492,5392.87,153.08,246.69,USA
6677,South Bend,US,North America,2011,10.481342465753418,5172.1,159.37,254.86,USA
6678,South Bend,US,North America,2012,12.002185792349724,4950.21,154.58,245.81,USA
6679,South Bend,US,North America,2013,9.767095890410957,5089.5,154.04,246.72,USA
6680,South Bend,US,North America,2014,8.858520547945211,5102.58,159.16,246.48,USA
6681,South Bend,US,North America,2015,10.292876712328756,4982.79,161.05,242.64,USA
6682,South Bend,US,North America,2016,10.708961748633872,4888.64,160.92,248.51,USA
6683,South Bend,US,North America,2017,10.355013698630138,4813.72,165.29,249.29,USA
6684,South Bend,US,North America,2018,9.71471232876712,4981.3,169.66,250.06,USA
6685,South Bend,US,North America,2019,9.703424657534248,0.0,0.0,0.0,USA
6686,Spokane,US,North America,1995,8.827999999999994,5126.9,115.29,272.69,USA
6687,Spokane,US,North America,1996,7.452377049180323,5283.11,124.38,279.98,USA
6688,Spokane,US,North America,1997,8.842849315068491,5547.99,130.98,273.86,USA
6689,Spokane,US,North America,1998,10.248232044198897,5590.7,145.82,269.93,USA
6690,Spokane,US,North America,1999,9.120659340659344,5610.3,142.42,265.35,USA
6691,Spokane,US,North America,2000,7.934890710382509,5776.41,143.65,262.45,USA
6692,Spokane,US,North America,2001,8.707972602739721,5749.25,130.28,255.04,USA
6693,Spokane,US,North America,2002,8.446472222222223,5594.16,137.81,255.21,USA
6694,Spokane,US,North America,2003,9.58535714285715,5659.63,127.23,260.06,USA
6695,Spokane,US,North America,2004,9.580464480874316,5740.03,134.13,258.75,USA
6696,Spokane,US,North America,2005,8.861479452054793,5756.08,135.45,257.93,USA
6697,Spokane,US,North America,2006,9.522054794520544,5656.58,137.6,260.11,USA
6698,Spokane,US,North America,2007,9.26274725274726,5740.27,148.45,263.29,USA
6699,Spokane,US,North America,2008,8.245564738292007,5563.34,149.44,248.09,USA
6700,Spokane,US,North America,2009,8.560989010989015,5159.55,144.31,241.24,USA
6701,Spokane,US,North America,2010,9.127698630136988,5392.87,153.08,246.69,USA
6702,Spokane,US,North America,2011,8.398575342465753,5172.1,159.37,254.86,USA
6703,Spokane,US,North America,2012,9.56931693989072,4950.21,154.58,245.81,USA
6704,Spokane,US,North America,2013,9.0586301369863,5089.5,154.04,246.72,USA
6705,Spokane,US,North America,2014,9.798849315068493,5102.58,159.16,246.48,USA
6706,Spokane,US,North America,2015,11.129589041095896,4982.79,161.05,242.64,USA
6707,Spokane,US,North America,2016,10.270409836065577,4888.64,160.92,248.51,USA
6708,Spokane,US,North America,2017,9.263917808219176,4813.72,165.29,249.29,USA
6709,Spokane,US,North America,2018,9.86169863013699,4981.3,169.66,250.06,USA
6710,Spokane,US,North America,2019,8.776164383561643,0.0,0.0,0.0,USA
6711,Springfield,US,North America,1995,12.50141095890412,5126.9,115.29,272.69,USA
6712,Springfield,US,North America,1996,10.90068965517241,5283.11,124.38,279.98,USA
6713,Springfield,US,North America,1997,11.729205479452046,5547.99,130.98,273.86,USA
6714,Springfield,US,North America,1998,13.88054016620499,5590.7,145.82,269.93,USA
6715,Springfield,US,North America,1999,13.191098901098895,5610.3,142.42,265.35,USA
6716,Springfield,US,North America,2000,12.39642076502733,5776.41,143.65,262.45,USA
