,City,Country,Region,Year,AvgCelsiusTemp,CO2,F-Gas,N2O,iso
0,Abidjan,Ivory Coast,Africa,1995,26.98717032967032,0.0,0.0,0.0,CIV
1,Abidjan,Ivory Coast,Africa,1996,26.952314049586796,0.0,0.0,0.0,CIV
2,Abidjan,Ivory Coast,Africa,1997,26.825083798882677,0.0,0.0,0.0,CIV
3,Abidjan,Ivory Coast,Africa,1998,27.2853462603878,0.0,0.0,0.0,CIV
4,Abidjan,Ivory Coast,Africa,1999,26.98506134969326,0.0,0.0,0.0,CIV
5,Abidjan,Ivory Coast,Africa,2000,26.605157593123213,0.0,0.0,0.0,CIV
6,Abidjan,Ivory Coast,Africa,2001,26.640638888888876,0.0,0.0,0.0,CIV
7,Abidjan,Ivory Coast,Africa,2002,26.903754266211603,0.0,0.0,0.0,CIV
8,Abidjan,Ivory Coast,Africa,2003,26.82485049833888,0.0,0.0,0.0,CIV
9,Abidjan,Ivory Coast,Africa,2004,26.984928366762173,0.0,0.0,0.0,CIV
10,Abidjan,Ivory Coast,Africa,2005,26.980493150684936,0.0,0.0,0.0,CIV
11,Abidjan,Ivory Coast,Africa,2006,25.94557692307693,0.0,0.0,0.0,CIV
12,Abidjan,Ivory Coast,Africa,2007,25.14392857142857,0.0,0.0,0.0,CIV
13,Abidjan,Ivory Coast,Africa,2008,26.471460055096426,0.0,0.0,0.0,CIV
14,Abidjan,Ivory Coast,Africa,2009,25.9135989010989,0.0,0.0,0.0,CIV
15,Abidjan,Ivory Coast,Africa,2010,26.980739726027416,0.0,0.0,0.0,CIV
16,Abidjan,Ivory Coast,Africa,2011,26.03811965811965,0.0,0.0,0.0,CIV
17,Abidjan,Ivory Coast,Africa,2012,26.58551912568308,0.0,0.0,0.0,CIV
18,Abidjan,Ivory Coast,Africa,2013,26.829561643835603,0.0,0.0,0.0,CIV
19,Abidjan,Ivory Coast,Africa,2014,26.83596153846155,0.0,0.0,0.0,CIV
20,Abidjan,Ivory Coast,Africa,2015,27.011648351648336,0.0,0.0,0.0,CIV
21,Abidjan,Ivory Coast,Africa,2016,27.393774104683185,0.0,0.0,0.0,CIV
22,Abidjan,Ivory Coast,Africa,2017,27.36369863013701,0.0,0.0,0.0,CIV
23,Abidjan,Ivory Coast,Africa,2018,27.439889196675924,0.0,0.0,0.0,CIV
24,Abidjan,Ivory Coast,Africa,2019,27.509694444444445,0.0,0.0,0.0,CIV
25,Abilene,US,North America,1995,17.44317808219177,5126.9,115.29,272.69,USA
26,Abilene,US,North America,1996,17.4427450980392,5283.11,124.38,279.98,USA
27,Abilene,US,North America,1997,16.9825205479452,5547.99,130.98,273.86,USA
28,Abilene,US,North America,1998,19.22867036011081,5590.7,145.82,269.93,USA
29,Abilene,US,North America,1999,18.91912087912089,5610.3,142.42,265.35,USA
30,Abilene,US,North America,2000,18.944153005464493,5776.41,143.65,262.45,USA
31,Abilene,US,North America,2001,18.0487397260274,5749.25,130.28,255.04,USA
32,Abilene,US,North America,2002,17.290443213296395,5594.16,137.81,255.21,USA
33,Abilene,US,North America,2003,18.010110192837455,5659.63,127.23,260.06,USA
34,Abilene,US,North America,2004,17.35068306010929,5740.03,134.13,258.75,USA
35,Abilene,US,North America,2005,18.191232876712327,5756.08,135.45,257.93,USA
36,Abilene,US,North America,2006,19.162876712328764,5656.58,137.6,260.11,USA
37,Abilene,US,North America,2007,17.36939393939394,5740.27,148.45,263.29,USA
38,Abilene,US,North America,2008,18.06308539944903,5563.34,149.44,248.09,USA
39,Abilene,US,North America,2009,17.991428571428568,5159.55,144.31,241.24,USA
40,Abilene,US,North America,2010,17.961095890410963,5392.87,153.08,246.69,USA
41,Abilene,US,North America,2011,19.63041095890411,5172.1,159.37,254.86,USA
42,Abilene,US,North America,2012,19.537759562841533,4950.21,154.58,245.81,USA
43,Abilene,US,North America,2013,18.063835616438343,5089.5,154.04,246.72,USA
44,Abilene,US,North America,2014,18.39438356164384,5102.58,159.16,246.48,USA
45,Abilene,US,North America,2015,18.40239010989012,4982.79,161.05,242.64,USA
46,Abilene,US,North America,2016,18.763825136612,4888.64,160.92,248.51,USA
47,Abilene,US,North America,2017,18.38972602739725,4813.72,165.29,249.29,USA
48,Abilene,US,North America,2018,18.013643835616445,4981.3,169.66,250.06,USA
49,Abilene,US,North America,2019,18.513232876712323,0.0,0.0,0.0,USA
50,Abu Dhabi,United Arab Emirates,Middle East,1995,27.043287671232896,72.64,1.05,2.3,ARE
51,Abu Dhabi,United Arab Emirates,Middle East,1996,27.671010928961728,75.81,1.12,2.62,ARE
52,Abu Dhabi,United Arab Emirates,Middle East,1997,27.118931506849314,81.45,1.18,2.92,ARE
53,Abu Dhabi,United Arab Emirates,Middle East,1998,28.73922437673132,83.85,1.25,3.23,ARE
54,Abu Dhabi,United Arab Emirates,Middle East,1999,28.58980769230767,86.0,1.32,3.55,ARE
55,Abu Dhabi,United Arab Emirates,Middle East,2000,28.123743169398924,84.54,1.38,3.85,ARE
56,Abu Dhabi,United Arab Emirates,Middle East,2001,28.001424657534287,96.26,1.41,3.93,ARE
57,Abu Dhabi,United Arab Emirates,Middle East,2002,28.25750692520775,98.12,1.44,4.07,ARE
58,Abu Dhabi,United Arab Emirates,Middle East,2003,28.52342465753424,103.53,1.46,4.16,ARE
59,Abu Dhabi,United Arab Emirates,Middle East,2004,28.35379781420764,109.98,1.49,4.23,ARE
60,Abu Dhabi,United Arab Emirates,Middle East,2005,27.976657534246574,116.28,1.51,4.33,ARE
61,Abu Dhabi,United Arab Emirates,Middle East,2006,27.797527472527484,121.46,1.57,4.54,ARE
62,Abu Dhabi,United Arab Emirates,Middle East,2007,27.966895604395585,131.69,1.62,4.76,ARE
63,Abu Dhabi,United Arab Emirates,Middle East,2008,27.492774725274707,156.2,1.67,5.01,ARE
64,Abu Dhabi,United Arab Emirates,Middle East,2009,28.093571428571423,157.18,1.73,5.23,ARE
65,Abu Dhabi,United Arab Emirates,Middle East,2010,28.78016438356165,162.82,1.78,5.43,ARE
66,Abu Dhabi,United Arab Emirates,Middle East,2011,28.5149315068493,166.32,1.93,5.68,ARE
67,Abu Dhabi,United Arab Emirates,Middle East,2012,28.49573770491801,175.73,2.07,5.9,ARE
68,Abu Dhabi,United Arab Emirates,Middle East,2013,28.15797260273974,184.1,2.21,6.2,ARE
69,Abu Dhabi,United Arab Emirates,Middle East,2014,28.29225274725273,183.84,2.36,6.47,ARE
70,Abu Dhabi,United Arab Emirates,Middle East,2015,29.32461538461537,194.04,2.5,6.77,ARE
71,Abu Dhabi,United Arab Emirates,Middle East,2016,28.79897790055249,199.46,2.61,6.89,ARE
72,Abu Dhabi,United Arab Emirates,Middle East,2017,29.36824657534251,208.25,2.73,7.02,ARE
73,Abu Dhabi,United Arab Emirates,Middle East,2018,29.428088642659272,200.3,2.84,7.14,ARE
74,Abu Dhabi,United Arab Emirates,Middle East,2019,28.97183844011143,0.0,0.0,0.0,ARE
75,Addis Ababa,Ethiopia,Africa,1995,16.829166666666666,2.57,0.03,23.15,ETH
76,Addis Ababa,Ethiopia,Africa,1996,16.477337110481578,2.87,0.04,24.51,ETH
77,Addis Ababa,Ethiopia,Africa,1997,17.153105590062115,3.06,0.06,25.13,ETH
78,Addis Ababa,Ethiopia,Africa,1998,16.893068181818162,3.23,0.07,27.44,ETH
79,Addis Ababa,Ethiopia,Africa,1999,17.018238993710685,3.18,0.09,27.37,ETH
80,Addis Ababa,Ethiopia,Africa,2000,16.965037313432838,3.56,0.1,26.14,ETH
81,Addis Ababa,Ethiopia,Africa,2001,17.729134615384613,4.4,0.11,27.06,ETH
82,Addis Ababa,Ethiopia,Africa,2002,18.975178571428565,4.57,0.12,30.71,ETH
83,Addis Ababa,Ethiopia,Africa,2003,17.86,5.02,0.13,29.57,ETH
84,Addis Ababa,Ethiopia,Africa,2004,17.469199999999997,5.33,0.13,30.58,ETH
85,Addis Ababa,Ethiopia,Africa,2005,17.876319218241044,5.05,0.14,32.06,ETH
86,Addis Ababa,Ethiopia,Africa,2006,17.71499999999999,5.4,0.17,33.71,ETH
87,Addis Ababa,Ethiopia,Africa,2007,16.98522580645161,6.07,0.19,37.39,ETH
88,Addis Ababa,Ethiopia,Africa,2008,17.302054794520554,6.88,0.22,38.57,ETH
89,Addis Ababa,Ethiopia,Africa,2009,17.075794871794873,6.93,0.24,40.39,ETH
90,Addis Ababa,Ethiopia,Africa,2010,16.35452380952381,6.47,0.27,42.32,ETH
91,Addis Ababa,Ethiopia,Africa,2011,17.10643059490086,7.54,0.32,42.14,ETH
92,Addis Ababa,Ethiopia,Africa,2012,16.937696629213498,8.46,0.37,44.6,ETH
93,Addis Ababa,Ethiopia,Africa,2013,17.2132777777778,10.28,0.41,45.71,ETH
94,Addis Ababa,Ethiopia,Africa,2014,17.573837209302326,12.33,0.46,47.71,ETH
95,Addis Ababa,Ethiopia,Africa,2015,17.83095522388061,12.88,0.51,49.19,ETH
96,Addis Ababa,Ethiopia,Africa,2016,17.279277777777775,14.95,0.57,50.87,ETH
97,Addis Ababa,Ethiopia,Africa,2017,16.918277777777774,15.46,0.62,51.88,ETH
98,Addis Ababa,Ethiopia,Africa,2018,16.733822525597258,16.28,0.68,52.16,ETH
99,Addis Ababa,Ethiopia,Africa,2019,17.288530259365988,0.0,0.0,0.0,ETH
100,Akron Canton,US,North America,1995,9.606602739726029,5126.9,115.29,272.69,USA
101,Akron Canton,US,North America,1996,8.917377049180322,5283.11,124.38,279.98,USA
102,Akron Canton,US,North America,1997,9.204273972602744,5547.99,130.98,273.86,USA
103,Akron Canton,US,North America,1998,11.56365650969529,5590.7,145.82,269.93,USA
104,Akron Canton,US,North America,1999,10.569890109890116,5610.3,142.42,265.35,USA
105,Akron Canton,US,North America,2000,9.584262295081968,5776.41,143.65,262.45,USA
106,Akron Canton,US,North America,2001,10.602958904109588,5749.25,130.28,255.04,USA
107,Akron Canton,US,North America,2002,10.467166666666666,5594.16,137.81,255.21,USA
108,Akron Canton,US,North America,2003,9.565867768595036,5659.63,127.23,260.06,USA
109,Akron Canton,US,North America,2004,9.73838797814207,5740.03,134.13,258.75,USA
110,Akron Canton,US,North America,2005,10.16912328767124,5756.08,135.45,257.93,USA
111,Akron Canton,US,North America,2006,10.73109589041096,5656.58,137.6,260.11,USA
112,Akron Canton,US,North America,2007,10.41486263736264,5740.27,148.45,263.29,USA
113,Akron Canton,US,North America,2008,9.56186813186814,5563.34,149.44,248.09,USA
114,Akron Canton,US,North America,2009,9.767912087912084,5159.55,144.31,241.24,USA
115,Akron Canton,US,North America,2010,10.57087671232877,5392.87,153.08,246.69,USA
116,Akron Canton,US,North America,2011,10.806082191780826,5172.1,159.37,254.86,USA
117,Akron Canton,US,North America,2012,12.00800546448088,4950.21,154.58,245.81,USA
118,Akron Canton,US,North America,2013,10.408164383561653,5089.5,154.04,246.72,USA
119,Akron Canton,US,North America,2014,9.598273972602748,5102.58,159.16,246.48,USA
120,Akron Canton,US,North America,2015,11.070630136986304,4982.79,161.05,242.64,USA
121,Akron Canton,US,North America,2016,11.683060109289617,4888.64,160.92,248.51,USA
122,Akron Canton,US,North America,2017,11.811671232876725,4813.72,165.29,249.29,USA
123,Akron Canton,US,North America,2018,11.242356164383557,4981.3,169.66,250.06,USA
124,Akron Canton,US,North America,2019,11.399342465753422,0.0,0.0,0.0,USA
125,Albany,US,North America,1995,9.314657534246573,5126.9,115.29,272.69,USA
126,Albany,US,North America,1996,8.610546448087435,5283.11,124.38,279.98,USA
127,Albany,US,North America,1997,8.590602739726029,5547.99,130.98,273.86,USA
128,Albany,US,North America,1998,10.69797783933518,5590.7,145.82,269.93,USA
129,Albany,US,North America,1999,9.94532967032967,5610.3,142.42,265.35,USA
130,Albany,US,North America,2000,8.511174863387984,5776.41,143.65,262.45,USA
131,Albany,US,North America,2001,10.012547945205483,5749.25,130.28,255.04,USA
132,Albany,US,North America,2002,9.816027777777776,5594.16,137.81,255.21,USA
133,Albany,US,North America,2003,8.720274725274733,5659.63,127.23,260.06,USA
134,Albany,US,North America,2004,9.001420765027321,5740.03,134.13,258.75,USA
135,Albany,US,North America,2005,9.666986301369864,5756.08,135.45,257.93,USA
136,Albany,US,North America,2006,10.411095890410955,5656.58,137.6,260.11,USA
137,Albany,US,North America,2007,9.323489010989007,5740.27,148.45,263.29,USA
138,Albany,US,North America,2008,9.53538461538462,5563.34,149.44,248.09,USA
139,Albany,US,North America,2009,8.899175824175817,5159.55,144.31,241.24,USA
140,Albany,US,North America,2010,10.27868493150685,5392.87,153.08,246.69,USA
141,Albany,US,North America,2011,10.13421917808219,5172.1,159.37,254.86,USA
142,Albany,US,North America,2012,10.9470218579235,4950.21,154.58,245.81,USA
143,Albany,US,North America,2013,9.444657534246572,5089.5,154.04,246.72,USA
144,Albany,US,North America,2014,9.173424657534246,5102.58,159.16,246.48,USA
145,Albany,US,North America,2015,9.9612602739726,4982.79,161.05,242.64,USA
146,Albany,US,North America,2016,10.698387978142073,4888.64,160.92,248.51,USA
147,Albany,US,North America,2017,10.22169863013699,4813.72,165.29,249.29,USA
148,Albany,US,North America,2018,10.269260273972604,4981.3,169.66,250.06,USA
149,Albany,US,North America,2019,9.866383561643843,0.0,0.0,0.0,USA
150,Albuquerque,US,North America,1995,15.003945205479456,5126.9,115.29,272.69,USA
151,Albuquerque,US,North America,1996,14.713221288515404,5283.11,124.38,279.98,USA
152,Albuquerque,US,North America,1997,13.427616438356166,5547.99,130.98,273.86,USA
153,Albuquerque,US,North America,1998,14.16207756232687,5590.7,145.82,269.93,USA
154,Albuquerque,US,North America,1999,14.157252747252734,5610.3,142.42,265.35,USA
155,Albuquerque,US,North America,2000,14.6871038251366,5776.41,143.65,262.45,USA
156,Albuquerque,US,North America,2001,14.617260273972596,5749.25,130.28,255.04,USA
157,Albuquerque,US,North America,2002,14.414875346260391,5594.16,137.81,255.21,USA
158,Albuquerque,US,North America,2003,15.143608815427005,5659.63,127.23,260.06,USA
159,Albuquerque,US,North America,2004,14.031612021857942,5740.03,134.13,258.75,USA
160,Albuquerque,US,North America,2005,14.722383561643843,5756.08,135.45,257.93,USA
161,Albuquerque,US,North America,2006,14.428383561643836,5656.58,137.6,260.11,USA
162,Albuquerque,US,North America,2007,14.3298347107438,5740.27,148.45,263.29,USA
163,Albuquerque,US,North America,2008,14.091456043956049,5563.34,149.44,248.09,USA
164,Albuquerque,US,North America,2009,14.450631868131865,5159.55,144.31,241.24,USA
165,Albuquerque,US,North America,2010,14.571643835616433,5392.87,153.08,246.69,USA
166,Albuquerque,US,North America,2011,14.616767123287666,5172.1,159.37,254.86,USA
167,Albuquerque,US,North America,2012,15.472158469945343,4950.21,154.58,245.81,USA
168,Albuquerque,US,North America,2013,14.19504109589042,5089.5,154.04,246.72,USA
169,Albuquerque,US,North America,2014,14.887369863013696,5102.58,159.16,246.48,USA
170,Albuquerque,US,North America,2015,14.614328767123286,4982.79,161.05,242.64,USA
171,Albuquerque,US,North America,2016,15.0520218579235,4888.64,160.92,248.51,USA
172,Albuquerque,US,North America,2017,15.514383561643838,4813.72,165.29,249.29,USA
173,Albuquerque,US,North America,2018,15.122054794520546,4981.3,169.66,250.06,USA
174,Albuquerque,US,North America,2019,14.092164383561624,0.0,0.0,0.0,USA
175,Algiers,Algeria,Africa,1995,18.00570247933882,73.05,0.11,4.16,DZA
176,Algiers,Algeria,Africa,1996,17.51675824175823,71.41,0.19,4.27,DZA
177,Algiers,Algeria,Africa,1997,18.29249315068493,72.83,0.26,4.15,DZA
178,Algiers,Algeria,Africa,1998,17.56634349030471,74.54,0.33,4.72,DZA
179,Algiers,Algeria,Africa,1999,18.29087912087913,77.54,0.4,4.65,DZA
180,Algiers,Algeria,Africa,2000,17.87937158469944,78.59,0.48,7.4,DZA
181,Algiers,Algeria,Africa,2001,18.149835616438335,74.77,0.74,7.56,DZA
182,Algiers,Algeria,Africa,2002,17.852880886426583,80.41,1.0,7.37,DZA
183,Algiers,Algeria,Africa,2003,18.607252747252726,83.84,1.26,7.61,DZA
184,Algiers,Algeria,Africa,2004,17.826229508196725,84.89,1.52,8.28,DZA
185,Algiers,Algeria,Africa,2005,17.173972602739735,88.99,1.78,7.66,DZA
186,Algiers,Algeria,Africa,2006,18.294054794520537,93.75,2.25,8.01,DZA
187,Algiers,Algeria,Africa,2007,17.562582417582433,100.52,2.73,8.01,DZA
188,Algiers,Algeria,Africa,2008,17.765260273972608,103.99,3.21,7.7,DZA
189,Algiers,Algeria,Africa,2009,18.171263736263743,112.77,3.69,8.26,DZA
190,Algiers,Algeria,Africa,2010,17.92698630136986,113.14,4.17,8.51,DZA
191,Algiers,Algeria,Africa,2011,18.3113698630137,118.14,4.32,9.11,DZA
192,Algiers,Algeria,Africa,2012,17.939153005464494,126.64,4.47,10.03,DZA
193,Algiers,Algeria,Africa,2013,17.613753424657542,129.91,4.62,10.58,DZA
194,Algiers,Algeria,Africa,2014,18.692857142857147,138.81,4.78,11.31,DZA
195,Algiers,Algeria,Africa,2015,18.30206043956045,145.97,4.93,11.87,DZA
196,Algiers,Algeria,Africa,2016,18.506325966850827,143.35,5.15,11.89,DZA
197,Algiers,Algeria,Africa,2017,18.33084931506849,145.1,5.36,11.92,DZA
198,Algiers,Algeria,Africa,2018,18.010972222222215,151.67,5.58,12.11,DZA
199,Algiers,Algeria,Africa,2019,18.32908077994428,0.0,0.0,0.0,DZA
200,Allentown,US,North America,1995,11.276547945205488,5126.9,115.29,272.69,USA
201,Allentown,US,North America,1996,10.0448493150685,5283.11,124.38,279.98,USA
202,Allentown,US,North America,1997,10.41082191780822,5547.99,130.98,273.86,USA
203,Allentown,US,North America,1998,12.727562326869805,5590.7,145.82,269.93,USA
204,Allentown,US,North America,1999,11.574285714285717,5610.3,142.42,265.35,USA
205,Allentown,US,North America,2000,10.308750000000002,5776.41,143.65,262.45,USA
206,Allentown,US,North America,2001,11.259917808219178,5749.25,130.28,255.04,USA
207,Allentown,US,North America,2002,11.615388888888878,5594.16,137.81,255.21,USA
208,Allentown,US,North America,2003,10.681648351648338,5659.63,127.23,260.06,USA
209,Allentown,US,North America,2004,11.061065573770485,5740.03,134.13,258.75,USA
210,Allentown,US,North America,2005,11.409315068493145,5756.08,135.45,257.93,USA
211,Allentown,US,North America,2006,12.170821917808228,5656.58,137.6,260.11,USA
212,Allentown,US,North America,2007,11.390879120879116,5740.27,148.45,263.29,USA
213,Allentown,US,North America,2008,11.02752747252748,5563.34,149.44,248.09,USA
214,Allentown,US,North America,2009,10.69994505494506,5159.55,144.31,241.24,USA
215,Allentown,US,North America,2010,11.856986301369876,5392.87,153.08,246.69,USA
216,Allentown,US,North America,2011,12.084410958904105,5172.1,159.37,254.86,USA
217,Allentown,US,North America,2012,12.571123287671227,4950.21,154.58,245.81,USA
218,Allentown,US,North America,2013,11.248465753424666,5089.5,154.04,246.72,USA
219,Allentown,US,North America,2014,10.592410958904116,5102.58,159.16,246.48,USA
220,Allentown,US,North America,2015,11.75578082191781,4982.79,161.05,242.64,USA
221,Allentown,US,North America,2016,12.5388524590164,4888.64,160.92,248.51,USA
222,Allentown,US,North America,2017,12.368383561643846,4813.72,165.29,249.29,USA
223,Allentown,US,North America,2018,12.273150684931496,4981.3,169.66,250.06,USA
224,Allentown,US,North America,2019,12.464356164383542,0.0,0.0,0.0,USA
225,Almaty,Kazakhstan,Asia,1995,9.22819178082192,172.48,0.0,11.44,KAZ
226,Almaty,Kazakhstan,Asia,1996,8.180765027322401,149.9,0.0,9.94,KAZ
227,Almaty,Kazakhstan,Asia,1997,10.044054794520555,126.81,0.0,8.67,KAZ
228,Almaty,Kazakhstan,Asia,1998,9.349778393351793,130.32,0.05,7.22,KAZ
229,Almaty,Kazakhstan,Asia,1999,9.91373626373627,118.25,0.02,6.71,KAZ
230,Almaty,Kazakhstan,Asia,2000,10.009644808743172,114.68,0.18,6.53,KAZ
231,Almaty,Kazakhstan,Asia,2001,9.979041095890416,111.87,0.22,7.33,KAZ
232,Almaty,Kazakhstan,Asia,2002,10.118614958448756,121.46,0.18,11.75,KAZ
233,Almaty,Kazakhstan,Asia,2003,8.92526027397261,136.3,0.19,8.55,KAZ
234,Almaty,Kazakhstan,Asia,2004,10.066038251366122,150.22,0.26,9.55,KAZ
235,Almaty,Kazakhstan,Asia,2005,9.604520547945206,162.48,0.26,9.92,KAZ
236,Almaty,Kazakhstan,Asia,2006,10.17082191780822,180.21,0.45,10.85,KAZ
237,Almaty,Kazakhstan,Asia,2007,9.840550964187324,189.11,0.59,9.94,KAZ
238,Almaty,Kazakhstan,Asia,2008,10.014532967032965,232.01,0.85,10.09,KAZ
239,Almaty,Kazakhstan,Asia,2009,9.483818681318684,204.22,0.91,9.53,KAZ
240,Almaty,Kazakhstan,Asia,2010,9.513863013698623,223.57,1.23,11.0,KAZ
241,Almaty,Kazakhstan,Asia,2011,9.155506849315064,242.19,1.31,9.85,KAZ
242,Almaty,Kazakhstan,Asia,2012,8.816530054644806,241.49,1.3,9.71,KAZ
243,Almaty,Kazakhstan,Asia,2013,10.732136986301372,256.34,1.31,8.79,KAZ
244,Almaty,Kazakhstan,Asia,2014,9.961267217630851,205.23,1.2,10.22,KAZ
245,Almaty,Kazakhstan,Asia,2015,11.845741758241765,206.64,1.26,10.99,KAZ
246,Almaty,Kazakhstan,Asia,2016,11.481108033240988,223.02,1.28,10.15,KAZ
247,Almaty,Kazakhstan,Asia,2017,11.1845205479452,225.56,1.35,13.38,KAZ
248,Almaty,Kazakhstan,Asia,2018,10.517242339832876,220.45,1.42,10.98,KAZ
249,Almaty,Kazakhstan,Asia,2019,11.733481894150424,0.0,0.0,0.0,KAZ
250,Amarillo,US,North America,1995,13.620191780821916,5126.9,115.29,272.69,USA
251,Amarillo,US,North America,1996,13.7727700831025,5283.11,124.38,279.98,USA
252,Amarillo,US,North America,1997,12.760657534246576,5547.99,130.98,273.86,USA
253,Amarillo,US,North America,1998,14.82304709141274,5590.7,145.82,269.93,USA
254,Amarillo,US,North America,1999,13.978489010988998,5610.3,142.42,265.35,USA
255,Amarillo,US,North America,2000,14.54057377049182,5776.41,143.65,262.45,USA
256,Amarillo,US,North America,2001,14.810767123287684,5749.25,130.28,255.04,USA
257,Amarillo,US,North America,2002,13.676260387811634,5594.16,137.81,255.21,USA
258,Amarillo,US,North America,2003,14.327225274725276,5659.63,127.23,260.06,USA
259,Amarillo,US,North America,2004,13.845546448087426,5740.03,134.13,258.75,USA
260,Amarillo,US,North America,2005,13.91879452054794,5756.08,135.45,257.93,USA
261,Amarillo,US,North America,2006,14.346054794520535,5656.58,137.6,260.11,USA
262,Amarillo,US,North America,2007,13.947994505494515,5740.27,148.45,263.29,USA
263,Amarillo,US,North America,2008,13.984986301369869,5563.34,149.44,248.09,USA
264,Amarillo,US,North America,2009,13.698104395604398,5159.55,144.31,241.24,USA
265,Amarillo,US,North America,2010,14.065150684931506,5392.87,153.08,246.69,USA
266,Amarillo,US,North America,2011,15.272958904109574,5172.1,159.37,254.86,USA
267,Amarillo,US,North America,2012,16.038852459016386,4950.21,154.58,245.81,USA
268,Amarillo,US,North America,2013,14.359835616438358,5089.5,154.04,246.72,USA
269,Amarillo,US,North America,2014,14.119780821917807,5102.58,159.16,246.48,USA
270,Amarillo,US,North America,2015,14.454739726027393,4982.79,161.05,242.64,USA
271,Amarillo,US,North America,2016,15.161502732240448,4888.64,160.92,248.51,USA
272,Amarillo,US,North America,2017,14.92328767123288,4813.72,165.29,249.29,USA
273,Amarillo,US,North America,2018,14.793643835616429,4981.3,169.66,250.06,USA
274,Amarillo,US,North America,2019,14.113123287671218,0.0,0.0,0.0,USA
275,Amman,Jordan,Middle East,1995,17.383397260273988,13.6,0.12,0.61,JOR
276,Amman,Jordan,Middle East,1996,17.994234972677592,13.87,0.19,0.59,JOR
277,Amman,Jordan,Middle East,1997,17.007041095890404,14.37,0.26,0.6,JOR
278,Amman,Jordan,Middle East,1998,18.590720221606624,14.61,0.33,0.59,JOR
279,Amman,Jordan,Middle East,1999,18.299532967032984,14.63,0.4,0.59,JOR
280,Amman,Jordan,Middle East,2000,17.701366120218577,16.27,0.47,0.53,JOR
281,Amman,Jordan,Middle East,2001,18.41671232876713,16.25,0.51,0.55,JOR
282,Amman,Jordan,Middle East,2002,17.749196675900286,16.87,0.54,0.58,JOR
283,Amman,Jordan,Middle East,2003,17.726401098901086,17.31,0.57,0.6,JOR
284,Amman,Jordan,Middle East,2004,17.922158469945376,18.58,0.61,0.69,JOR
285,Amman,Jordan,Middle East,2005,17.99534246575343,19.87,0.64,0.74,JOR
286,Amman,Jordan,Middle East,2006,17.92865753424658,20.17,0.76,0.96,JOR
287,Amman,Jordan,Middle East,2007,18.133736263736264,21.09,0.88,1.16,JOR
288,Amman,Jordan,Middle East,2008,18.450767123287672,20.01,1.0,1.14,JOR
289,Amman,Jordan,Middle East,2009,18.357390109890108,20.66,1.12,0.99,JOR
290,Amman,Jordan,Middle East,2010,20.09904109589042,20.2,1.23,1.06,JOR
291,Amman,Jordan,Middle East,2011,17.664465753424654,20.76,1.49,1.2,JOR
292,Amman,Jordan,Middle East,2012,18.686475409836067,24.12,1.74,1.0,JOR
293,Amman,Jordan,Middle East,2013,18.235895316804385,23.8,2.0,1.18,JOR
294,Amman,Jordan,Middle East,2014,18.585549450549443,25.59,2.25,1.19,JOR
295,Amman,Jordan,Middle East,2015,18.470549450549456,25.36,2.51,1.31,JOR
296,Amman,Jordan,Middle East,2016,18.88132596685083,24.86,2.86,1.3,JOR
297,Amman,Jordan,Middle East,2017,18.743753424657537,26.1,3.21,1.26,JOR
298,Amman,Jordan,Middle East,2018,19.238088642659296,24.7,3.56,1.25,JOR
299,Amman,Jordan,Middle East,2019,18.44701949860723,0.0,0.0,0.0,JOR
300,Amsterdam,The Netherlands,Europe,1995,10.495917808219176,164.34,10.0,15.39,NLD
301,Amsterdam,The Netherlands,Europe,1996,8.582759562841524,173.92,12.04,15.33,NLD
302,Amsterdam,The Netherlands,Europe,1997,10.271123287671236,166.48,12.41,15.07,NLD
303,Amsterdam,The Netherlands,Europe,1998,10.623656509695287,166.92,13.37,14.75,NLD
304,Amsterdam,The Netherlands,Europe,1999,11.142829670329675,161.64,7.53,14.5,NLD
305,Amsterdam,The Netherlands,Europe,2000,11.02150273224043,162.3,6.37,14.04,NLD
306,Amsterdam,The Netherlands,Europe,2001,10.64065753424658,167.4,3.62,13.39,NLD
307,Amsterdam,The Netherlands,Europe,2002,10.890027700831029,167.5,4.68,12.83,NLD
308,Amsterdam,The Netherlands,Europe,2003,10.706027397260272,170.46,2.64,12.67,NLD
309,Amsterdam,The Netherlands,Europe,2004,10.710519125683067,172.16,2.36,13.3,NLD
310,Amsterdam,The Netherlands,Europe,2005,10.971397260273982,167.97,2.23,13.26,NLD
311,Amsterdam,The Netherlands,Europe,2006,11.35676712328767,163.71,2.48,13.18,NLD
312,Amsterdam,The Netherlands,Europe,2007,11.4440934065934,164.63,2.72,11.71,NLD
313,Amsterdam,The Netherlands,Europe,2008,10.826657534246571,165.39,2.76,8.23,NLD
314,Amsterdam,The Netherlands,Europe,2009,10.72706043956044,160.54,2.67,8.17,NLD
315,Amsterdam,The Netherlands,Europe,2010,9.228657534246576,171.16,3.07,7.99,NLD
316,Amsterdam,The Netherlands,Europe,2011,11.045589041095887,158.87,2.88,7.83,NLD
317,Amsterdam,The Netherlands,Europe,2012,10.404562841530051,157.52,2.77,7.93,NLD
318,Amsterdam,The Netherlands,Europe,2013,9.962684931506857,157.12,2.83,7.86,NLD
319,Amsterdam,The Netherlands,Europe,2014,11.849917582417582,149.89,2.62,8.17,NLD
320,Amsterdam,The Netherlands,Europe,2015,11.037087912087912,158.11,2.72,8.51,NLD
